psmiles,wpsmiles,original_index,n_distinct_monomers,refractive_index,legacy_test_fold
CCCCCCC1C2CC(C1CC(C(=O)Oc1ccc(C(=O)OCCCC)cc1)*)C(*)C2,[*:1]C1CC2CC1C([*:2])C2CCCCCC.[*:3]CC([*:4])C(=O)Oc1ccc(C(=O)OCCCC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5,2906,2,1.55163311958313,2
CCC(C)N(CCNc1cc(OC)c(OC)cc1-c1cc(C2CCC(C=CC(Cc3ccc4oc5ccc(N6C(=O)c7ccc(-c8ccc9c(c8)C(=O)N(c8cccc(*)c8C)C9=O)cc7C6=O)cc5c4c3)c3cc(Br)ccc3OCCC(C)C)C2)c(C)cc1C)CCOC(=O)*,[*:1]c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*:2])C5=O)cc3C2=O)c1C.[*:3]c1ccc2oc3ccc([*:4])cc3c2c1.[*:5]CC([*:6])c1cc(Br)ccc1OCCC(C)C.[*:7]C=CC1CCC([*:8])C1.[*:9]c1cc([*:10])c(C)cc1C.[*:11]c1cc(OC)c(OC)cc1[*:12].CCC(C)N(CCN[*:13])CCOC(=O)[*:14]|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,13190,7,1.6173152923583984,2
CCCCCC(=O)OC(C*)OC1c2ccccc2N(C(N)=O)c2ccccc2C1OC(=O)c1cc(F)ccc1C(=O)C(=O)OCC(CCC(C)C)NOCCS(=O)(=O)CCOC(=O)c1cc(F)ccc1C(=O)CC(CCc1ccccc1C)CC(C)(c1ccc(C)cc1)*,[*:1]CC([*:2])OC(=O)CCCCC.[*:3]OC1c2ccccc2N(C(N)=O)c2ccccc2C1OC(=O)c1cc(F)ccc1C([*:4])=O.CC(C)CCC(COC(=O)[*:5])N[*:6].[*:7]OCCS(=O)(=O)CCOC(=O)c1cc(F)ccc1C([*:8])=O.[*:9]CC([*:10])CCc1ccccc1C.[*:11]CC([*:12])(C)c1ccc(C)cc1|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|<1-11:.25:.25<1-12:.25:.25<1-3:.25:.25<1-4:.25:.25<2-11:.25:.25<2-12:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-1:.25:.25<11-2:.25:.25<12-9:.25:.25<12-10:.25:.25<12-1:.25:.25<12-2:.25:.25,11483,6,1.5431557893753052,1
CCCCOCCOCc1ccc(C(CC(=C(c2ccccc2)C(CC(=O)OCCc2ccccc2)(C*)C(=O)OCCc2ccccc2)c2ccc(F)cc2C=O)c2cc(=O)cc(CC(C(=O)OC)(c3ccccc3)c3cc4sc(-c5cc(F)cc(-c6ncc(*)nc6C(=O)O)c5O)cc4s3)[nH]2)cc1,[*:1]CC([*:2])(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1.[*:3]C(=C([*:4])c1ccc(F)cc1C=O)c1ccccc1.[*:5]CC([*:6])c1ccc(COCCOCCCC)cc1.[*:7]c1cc(=O)cc([*:8])[nH]1.[*:9]CC([*:10])(C(=O)OC)c1ccccc1.[*:11]c1cc2sc([*:12])cc2s1.[*:13]c1cc(F)cc([*:14])c1O.[*:15]c1ncc([*:16])nc1C(=O)O|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,12189,8,1.5534263849258425,5
CCCCc1ccc(C(Cc2cc(C(=O)c3ccc4ccc(F)cc4c3OC(=O)c3ccc4ccc(F)cc4c3Oc3cccc4ccc(C(C*)C5CCC(C)CC5)nc34)c(F)cc2F)CC(NC(C(=O)NCCNC(=O)*)C(C)C)c2ccccc2C(=O)Oc2ccccc2)cc1,[*:1]CC([*:2])C1CCC(C)CC1.[*:3]c1ccc2cccc([*:4])c2n1.[*:5]Oc1c(C(=O)Oc2c(C([*:6])=O)ccc3ccc(F)cc23)ccc2ccc(F)cc12.[*:7]c1cc([*:8])c(F)cc1F.[*:9]CC([*:10])c1ccc(CCCC)cc1.[*:11]CC([*:12])c1ccccc1C(=O)Oc1ccccc1.CC(C)C(N[*:13])C(=O)NCCNC(=O)[*:14]|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,9350,7,1.670251488685608,1
Cc1cc(O)c(CC(OC(=O)c2ccncc2)c2nc(-c3ccc(OC(F)(F)F)cc3NCCN(CCOC(=O)c3cc(F)c(OCc4ccccc4)c(CC(c4ccccc4COCc4ccccc4)c4cc(F)c(NC(=NC(=O)CC(=O)*)SCc5ccc(F)cc5)c([N+](=O)[O-])c4F)c3)C(=O)C(C)(F)F)c(C)s2)cc1C*,[*:1]Cc1cc([*:2])c(O)cc1C.[*:3]CC([*:4])OC(=O)c1ccncc1.[*:5]c1nc([*:6])c(C)s1.[*:7]c1ccc(OC(F)(F)F)cc1[*:8].CC(F)(F)C(=O)N(CCN[*:9])CCOC(=O)[*:10].[*:11]c1cc([*:12])c(OCc2ccccc2)c(F)c1.[*:13]CC([*:14])c1ccccc1COCc1ccccc1.[*:15]c1cc(F)c([*:16])c([N+](=O)[O-])c1F.[*:17]NC(=NC(=O)CC([*:18])=O)SCc1ccc(F)cc1|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|<1-17:.25:.25<1-18:.25:.25<1-3:.25:.25<1-4:.25:.25<2-17:.25:.25<2-18:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-17:.25:.25<15-18:.25:.25<16-13:.25:.25<16-14:.25:.25<16-17:.25:.25<16-18:.25:.25<17-15:.25:.25<17-16:.25:.25<17-1:.25:.25<17-2:.25:.25<18-15:.25:.25<18-16:.25:.25<18-1:.25:.25<18-2:.25:.25,14201,9,1.7062512636184692,4
CCc1cc(CC(Nc2ccc(C(=O)OC(C)(C(N*)C(=O)O)C(F)(F)F)cc2)C(=O)c2ccc(C)c(C)c2)c(N)c(C(=O)c2ccc(C(=O)c3ccc(C(=O)Oc4ccc(F)c(C(=O)OC)c4OC(Cc4sc(-c5cc(O)cc(*)c5)nc4C(=O)O)C(C)c4ccccc4)cc3)cc2)c1,[*:1]c1cc([*:2])cc(O)c1.[*:3]c1nc(C(=O)O)c([*:4])s1.[*:5]CC([*:6])C(C)c1ccccc1.[*:7]Oc1c(OC(=O)c2ccc(C(=O)c3ccc(C([*:8])=O)cc3)cc2)ccc(F)c1C(=O)OC.[*:9]c1cc(CC)cc([*:10])c1N.[*:11]CC([*:12])C(=O)c1ccc(C)c(C)c1.[*:13]Nc1ccc([*:14])cc1.CC(OC(=O)[*:15])(C(N[*:16])C(=O)O)C(F)(F)F|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,19565,8,1.6518481969833374,1
CC(=O)c1cc(F)c(C(=O)CCCCCCCCNC(C*)C(=O)NC(C)(C)C)c(C(=O)OC(C)C(=O)OCCOCCOCC(CC(C)C)CC(CCN(C(C)C)C(C)C)OCCCCCN(C)CC(C)(C)NC(=O)*)c1F,[*:1]CC([*:2])C(=O)NC(C)(C)C.[*:3]NCCCCCCCCC([*:4])=O.[*:5]c1c(F)cc(C(C)=O)c(F)c1[*:6].CC(OC(=O)[*:7])C(=O)OCCOCCO[*:8].[*:9]CC([*:10])CC(C)C.[*:11]CC([*:12])CCN(C(C)C)C(C)C.CN(CCCCCO[*:13])CC(C)(C)NC(=O)[*:14]|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,14442,7,1.507646083831787,3
CCCCC(=O)c1ccc(C(C*)OC(c2cccc(OC(=O)c3cnc(C(=O)Oc4ccc5[nH]c(-c6ccc7c(c6)-c6cc(-c8nc9cc(C(=O)NC(C)C(=O)NCC(=O)CCOCC(c%10cc(C)c(*)c(C)c%10)c%10ccccc%10COCc%10ccccc%10)ccc9[nH]8)ccc6S7(=O)=O)nc5c4)cn3)c2)(C(F)(F)F)C(F)(F)F)cc1,[*:1]CC([*:2])c1ccc(C(=O)CCCC)cc1.[*:3]OC(c1cccc(OC(=O)c2cnc(C([*:4])=O)cn2)c1)(C(F)(F)F)C(F)(F)F.[*:5]Oc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc([*:6])ccc6[nH]5)ccc3S4(=O)=O)nc2c1.CC(NC(=O)[*:7])C(=O)NCC(=O)CCO[*:8].[*:9]CC([*:10])c1ccccc1COCc1ccccc1.[*:11]c1cc(C)c([*:12])c(C)c1|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|<1-11:.25:.25<1-12:.25:.25<1-3:.25:.25<1-4:.25:.25<2-11:.25:.25<2-12:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-1:.25:.25<11-2:.25:.25<12-9:.25:.25<12-10:.25:.25<12-1:.25:.25<12-2:.25:.25,10015,6,1.7183157205581665,5
CCCCC(Cn1c(=O)c2cc3c(=O)n(-c4cccc(C(=O)C(=O)Nc5cc(F)cc(N*)c5C(F)(F)F)c4)c(=O)c3cc2c1=O)Oc1ccc(C(=O)Oc2ccc(C(=O)OC(C)C(=O)c3cc(-c4ccc5sc(CC(OC(=O)c6ccc(C)cc6)*)nc5c4)c(OC)cc3OC)c(F)c2)c(F)c1,[*:1]Nc1cc(F)cc(NC(=O)C([*:2])=O)c1C(F)(F)F.[*:3]c1cccc(-n2c(=O)c3cc4c(=O)n([*:4])c(=O)c4cc3c2=O)c1.[*:5]CC([*:6])CCCC.[*:7]Oc1ccc(C(=O)Oc2ccc(C([*:8])=O)c(F)c2)c(F)c1.[*:9]OC(C)C([*:10])=O.[*:11]c1cc([*:12])c(OC)cc1OC.[*:13]c1ccc2sc([*:14])nc2c1.[*:15]CC([*:16])OC(=O)c1ccc(C)cc1|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,15303,8,1.4313908815383911,1
COC(=O)c1c(NC(=O)c2cc(F)ccc2C(=O)Nc2cc(C(F)(F)F)cc(NC(=O)Nc3ccc(Cc4ccc(NC(=O)C=C*)cc4)cc3)n2)ccc(NOCC(=O)NC(C)CNC(=O)COCCNc2cc(Cl)cc(-c3cn(C)cc(-c4cnc(Cl)c(*)n4)c3=O)c2F)c1F,[*:1]c1nc([*:2])cnc1Cl.[*:3]c1cn(C)cc([*:4])c1=O.[*:5]c1cc(Cl)cc([*:6])c1F.CC(CNC(=O)COCCN[*:7])NC(=O)[*:8].[*:9]CO[*:10].[*:11]Nc1ccc(NC(=O)c2cc(F)ccc2C([*:12])=O)c(C(=O)OC)c1F.[*:13]Nc1cc(C(F)(F)F)cc(NC(=O)Nc2ccc(Cc3ccc(NC([*:14])=O)cc3)cc2)n1.[*:15]/C=C/[*:16]|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,5911,8,1.5501160621643066,1
CCC(F)C(=O)N(C)CC(COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(Cl)c(C)c1Nc1cc(C#N)cc(C(=O)c2ccc(C(=O)c3ccc(C(=O)Oc4ccc(OOCC(CS(=O)(=O)F)(C*)C(=O)OC(C)(C)C)c(F)c4OC)cc3)cc2)c1O)OC(=O)c1cc(-c2cc(C(F)(F)F)c(F)c(*)c2F)c(C)s1,[*:1]CC(CO[*:2])(CS(=O)(=O)F)C(=O)OC(C)(C)C.[*:3]Oc1ccc(OC(=O)c2ccc(C(=O)c3ccc(C([*:4])=O)cc3)cc2)c(OC)c1F.[*:5]c1cc(C#N)cc([*:6])c1O.[*:7]Nc1c(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([*:8])=O)ccc(Cl)c1C.CCC(F)C(=O)N(C)CC(CO[*:9])OC(=O)[*:10].[*:11]c1cc([*:12])c(C)s1.[*:13]c1cc(C(F)(F)F)c(F)c([*:14])c1F|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,15867,7,1.4811383485794067,5
CCCCCCCCCOC(=O)C(Cc1cc(*)cc(CC)c1Cl)c1nccc2[nH]cc(-c3cc(N)cc(-c4cc(CCCC)c(-c5ncc(CC(CC(c6ccc(COC(C)CC)cc6)*)OC(=O)C(F)(F)C(F)(F)F)c(C)n5)s4)c3)c12,[*:1]c1cc([*:2])c(Cl)c(CC)c1.[*:3]CC([*:4])C(=O)OCCCCCCCCC.[*:5]c1nccc2[nH]cc([*:6])c12.[*:7]c1cc([*:8])cc(N)c1.[*:9]c1cc(CCCC)c([*:10])s1.[*:11]c1ncc([*:12])c(C)n1.[*:13]CC([*:14])OC(=O)C(F)(F)C(F)(F)F.[*:15]CC([*:16])c1ccc(COC(C)CC)cc1|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,17856,8,1.5740745067596436,1
